booking_id,user_id,session_id,variant,hotel_id,booking_completed,booking_value,nights,guests,room_type,payment_success,cancellation_flag,booking_date
1601,15339,31215,A,241,yes,326.18,4,3,deluxe,yes,no,2026-05-15
1602,6861,31217,B,230,yes,534.82,4,1,standard,yes,no,2026-04-29
1603,11901,31220,B,166,yes,515.46,1,4,suite,yes,no,2026-05-04
1604,6387,31222,A,41,yes,403.09,3,3,deluxe,yes,no,2026-05-05
1605,20739,31234,B,101,yes,631.96,6,4,standard,yes,no,2026-05-03
1606,18964,31255,A,439,yes,712.12,3,2,standard,yes,no,2026-05-13
1607,17992,31256,B,141,yes,490.43,6,1,deluxe,yes,no,2026-05-15
1608,17606,31300,B,111,yes,216.65,2,1,deluxe,yes,no,2026-05-07
1609,376,31304,B,8,yes,581.2,2,3,standard,yes,no,2026-05-12
1610,11931,31311,B,100,yes,511.46,3,4,standard,yes,no,2026-04-26
1611,20471,31326,B,397,yes,649.42,2,4,standard,yes,no,2026-05-04
1612,8265,31334,A,53,yes,324.39,6,4,suite,yes,no,2026-05-10
1613,21517,31369,B,491,yes,251.13,1,2,suite,yes,no,2026-04-30
1614,23993,31408,B,162,yes,438.99,5,3,standard,yes,no,2026-05-01
1615,23961,31415,A,385,yes,405.64,6,1,deluxe,yes,no,2026-05-12
1616,13017,31425,B,485,yes,507.02,1,3,deluxe,yes,no,2026-04-30
1617,11230,31457,B,213,yes,496.32,4,4,standard,yes,no,2026-04-25
1618,2706,31466,A,44,yes,246.99,5,2,deluxe,yes,no,2026-05-15
1619,1718,31525,B,372,yes,256.79,4,4,suite,yes,yes,2026-05-06
1620,10071,31531,A,441,yes,252.13,5,4,deluxe,yes,no,2026-05-10
1621,10537,31556,A,320,yes,158.61,3,2,standard,yes,no,2026-05-15
1622,18902,31559,B,171,yes,153.5,3,1,suite,yes,no,2026-05-12
1623,13484,31589,B,30,yes,706.06,5,1,standard,yes,no,2026-04-29
1624,12263,31599,B,295,yes,639.58,6,4,standard,yes,no,2026-05-06
1625,24932,31652,B,64,yes,742.82,4,3,suite,yes,no,2026-04-27
1626,3009,31654,B,380,yes,99.16,6,4,standard,yes,no,2026-05-03
1627,16056,31677,A,445,yes,289.82,3,4,standard,yes,no,2026-04-27
1628,1064,31725,B,347,yes,363.75,1,1,deluxe,yes,no,2026-05-06
1629,21056,31744,B,343,yes,491.74,4,4,standard,yes,no,2026-04-27
1630,20888,31748,B,456,yes,782.68,2,3,standard,yes,no,2026-05-06
1631,19269,31760,B,143,yes,555.8,4,3,suite,yes,no,2026-05-11
1632,15038,31763,A,151,yes,301.28,3,2,suite,yes,no,2026-05-10
1633,7603,31766,A,112,yes,218.32,2,4,deluxe,yes,no,2026-05-13
1634,11376,31785,B,27,yes,293.18,1,1,suite,yes,no,2026-04-30
1635,6952,31820,B,256,yes,698.59,1,1,deluxe,yes,no,2026-04-30
1636,11657,31860,B,336,yes,626.53,6,3,standard,yes,no,2026-05-13
1637,11081,31865,A,79,yes,511.29,5,3,deluxe,yes,no,2026-05-02
1638,11302,31866,B,104,yes,113.97,2,2,suite,yes,no,2026-04-29
1639,18180,31881,B,451,yes,391.29,6,1,standard,yes,no,2026-04-26
1640,18655,31897,A,255,yes,580.55,3,4,suite,yes,no,2026-05-12
1641,12823,31904,B,419,yes,774.94,6,2,standard,yes,no,2026-05-04
1642,13404,31911,B,244,yes,394.27,3,4,standard,yes,no,2026-05-01
1643,22108,31917,A,166,yes,305.05,5,2,deluxe,yes,no,2026-05-08
1644,21721,31928,A,128,yes,373.52,3,2,standard,yes,no,2026-04-25
1645,5635,31930,B,180,yes,738.54,5,2,standard,yes,no,2026-05-08
1646,15810,31954,B,224,yes,367.17,6,2,standard,yes,no,2026-05-01
1647,865,31958,A,85,yes,232.09,2,4,suite,yes,no,2026-05-01
1648,9777,31960,B,202,yes,433.48,1,3,standard,yes,no,2026-05-09
1649,5336,32003,B,477,yes,441.47,2,4,standard,yes,no,2026-04-29
1650,19768,32024,A,173,yes,595.86,4,2,suite,yes,no,2026-05-05
1651,8586,32039,B,231,yes,340.89,3,4,suite,yes,no,2026-04-29
1652,17073,32061,B,472,yes,793.73,4,2,suite,yes,no,2026-05-10
1653,7780,32083,A,22,yes,687.26,6,1,deluxe,yes,no,2026-05-13
1654,19882,32092,B,302,yes,157.63,5,3,suite,yes,no,2026-05-10
1655,24842,32098,A,283,yes,737.08,3,2,standard,yes,no,2026-04-25
1656,9178,32100,A,149,yes,127.53,1,1,deluxe,yes,no,2026-04-29
1657,5545,32120,B,443,yes,591.15,4,2,suite,yes,no,2026-05-03
1658,6817,32150,B,218,yes,381.86,6,1,deluxe,yes,no,2026-05-11
1659,23331,32162,B,440,yes,406.12,4,3,deluxe,yes,no,2026-05-14
1660,18002,32183,B,216,yes,481.13,6,3,standard,yes,no,2026-04-27
1661,23550,32198,B,219,yes,122.83,2,3,standard,yes,no,2026-05-09
1662,4884,32221,B,181,yes,88.25,3,4,deluxe,yes,no,2026-05-10
1663,13089,32255,B,60,yes,685.63,6,3,standard,yes,no,2026-05-05
1664,24305,32270,B,167,yes,569.29,5,4,deluxe,yes,no,2026-04-25
1665,6349,32291,A,176,yes,750.2,2,3,standard,yes,no,2026-05-12
1666,11614,32320,A,187,yes,774.62,3,2,suite,yes,no,2026-05-05
1667,14121,32375,B,480,yes,238.42,4,3,standard,yes,no,2026-05-03
1668,23720,32380,B,360,yes,320.1,3,2,deluxe,yes,no,2026-05-11
1669,14345,32392,B,83,yes,646.04,6,4,deluxe,yes,no,2026-05-14
1670,4274,32395,B,377,yes,270.28,3,2,standard,yes,no,2026-05-01
1671,20420,32398,B,216,yes,550.3,5,4,standard,yes,no,2026-05-03
1672,10168,32406,B,148,yes,338.33,4,1,suite,yes,no,2026-05-09
1673,21313,32429,B,370,yes,321.89,5,1,standard,yes,no,2026-05-14
1674,21067,32431,B,48,yes,300.58,5,4,deluxe,yes,no,2026-04-29
1675,24562,32448,B,264,yes,155.54,1,2,standard,yes,yes,2026-05-07
1676,20789,32456,A,445,yes,191.57,4,3,deluxe,yes,no,2026-04-30
1677,17464,32509,A,125,yes,172.08,3,2,standard,yes,no,2026-05-09
1678,23782,32512,A,424,yes,725.9,5,2,deluxe,yes,no,2026-05-04
1679,9212,32521,B,237,yes,635.74,1,3,deluxe,yes,no,2026-05-05
1680,12473,32532,A,378,yes,677.01,3,1,deluxe,yes,no,2026-04-26
1681,13238,32545,B,175,yes,131.9,6,1,deluxe,yes,no,2026-05-03
1682,23852,32556,B,461,yes,211.29,3,2,deluxe,yes,no,2026-04-25
1683,13242,32563,B,80,yes,202.83,2,1,standard,yes,no,2026-04-27
1684,17397,32565,A,148,yes,152.16,4,4,suite,yes,no,2026-05-05
1685,18412,32566,A,236,yes,602.75,2,1,standard,yes,no,2026-04-30
1686,8140,32598,A,432,yes,396.43,3,4,standard,yes,no,2026-04-26
1687,10329,32660,A,146,yes,549.23,6,1,standard,yes,no,2026-04-30
1688,14934,32672,B,434,yes,517.52,4,3,deluxe,yes,no,2026-04-30
1689,3020,32675,B,454,yes,245.11,3,2,suite,yes,no,2026-05-07
1690,4446,32686,B,282,yes,81.45,3,2,deluxe,yes,no,2026-05-13
1691,16704,32763,B,179,yes,203.65,1,1,deluxe,yes,no,2026-04-29
1692,14522,32800,B,480,yes,227.27,1,4,deluxe,yes,no,2026-05-11
1693,17013,32815,A,92,yes,762.42,5,4,standard,yes,no,2026-05-06
1694,3978,32829,A,121,yes,239.36,3,4,suite,yes,no,2026-05-07
1695,17795,32852,A,454,yes,92.27,2,4,deluxe,yes,no,2026-05-09
1696,15665,32880,B,209,yes,540.13,6,1,suite,yes,no,2026-05-07
1697,193,32889,A,427,yes,361.34,6,2,deluxe,yes,no,2026-05-12
1698,12246,32897,B,134,yes,496.12,6,1,standard,yes,no,2026-05-07
1699,5454,32907,B,167,yes,82.26,1,2,standard,yes,no,2026-05-10
1700,861,32943,A,69,yes,431.37,2,4,deluxe,yes,no,2026-05-11
1701,3797,32952,A,456,yes,317.65,3,2,standard,yes,no,2026-05-15
1702,20087,32957,B,226,yes,287.04,2,1,suite,yes,yes,2026-04-26
1703,21191,33001,B,399,yes,685.36,1,3,standard,yes,no,2026-05-14
1704,23508,33005,A,136,yes,219.76,1,4,standard,yes,no,2026-05-12
1705,18046,33018,B,415,yes,716.42,5,4,suite,yes,yes,2026-05-11
1706,23430,33027,A,180,yes,327.77,3,3,suite,yes,no,2026-05-13
1707,23790,33029,B,387,yes,370.49,3,3,suite,yes,no,2026-04-28
1708,15135,33043,B,325,yes,327.95,1,4,deluxe,yes,no,2026-05-01
1709,5314,33056,B,218,yes,765.5,3,2,standard,yes,no,2026-05-01
1710,21981,33057,B,498,yes,636.74,2,2,deluxe,yes,no,2026-04-28
1711,6678,33063,A,378,yes,442.11,2,2,deluxe,yes,no,2026-05-14
1712,17832,33065,A,292,yes,694.32,2,3,standard,yes,no,2026-04-26
1713,923,33092,A,53,yes,340.71,4,2,deluxe,yes,no,2026-05-02
1714,23032,33103,A,119,yes,89.41,4,3,standard,yes,no,2026-05-11
1715,3812,33120,B,97,yes,427.22,6,1,standard,yes,no,2026-05-13
1716,16020,33129,A,76,yes,182.51,2,4,deluxe,yes,no,2026-05-05
1717,20644,33131,A,32,yes,84.56,4,2,deluxe,yes,no,2026-05-09
1718,12671,33145,B,444,yes,170.5,1,1,standard,yes,no,2026-05-01
1719,20345,33150,A,344,yes,795.78,6,1,standard,yes,no,2026-05-11
1720,5599,33167,B,319,yes,463.57,3,3,suite,yes,no,2026-05-14
1721,10123,33180,A,155,yes,316.11,6,3,deluxe,yes,no,2026-04-26
1722,24814,33185,B,314,yes,136.96,4,3,suite,yes,no,2026-05-13
1723,17338,33192,B,143,yes,162.05,5,1,deluxe,yes,no,2026-05-03
1724,7905,33208,A,242,yes,539.6,1,1,standard,yes,no,2026-04-27
1725,5129,33227,B,363,yes,408.66,3,1,suite,yes,no,2026-04-25
1726,3481,33233,A,243,yes,439.52,4,4,suite,yes,no,2026-05-12
1727,10605,33255,B,457,yes,717.33,2,1,suite,yes,no,2026-04-30
1728,7377,33276,B,361,yes,525.34,1,1,standard,yes,no,2026-05-13
1729,9191,33282,B,182,yes,729.91,3,1,deluxe,yes,no,2026-05-01
1730,20418,33310,A,339,yes,730.07,6,4,suite,yes,no,2026-05-07
1731,4138,33349,B,14,yes,244.64,1,3,standard,yes,no,2026-05-07
1732,757,33371,B,327,yes,325.49,3,4,suite,yes,no,2026-05-03
1733,13825,33381,A,195,yes,274.03,6,1,standard,yes,no,2026-05-01
1734,17847,33409,B,264,yes,662.68,4,2,suite,yes,no,2026-05-13
1735,2591,33420,A,185,yes,178.11,4,2,deluxe,yes,no,2026-04-30
1736,24077,33436,A,346,yes,390.48,3,3,deluxe,yes,no,2026-05-15
1737,14657,33479,B,314,yes,666.69,2,3,suite,yes,no,2026-05-02
1738,4695,33514,A,363,yes,497.3,2,1,suite,yes,no,2026-04-30
1739,22535,33527,B,49,yes,447.72,4,2,deluxe,yes,no,2026-05-14
1740,4160,33529,A,23,yes,695.46,3,1,standard,yes,no,2026-05-09
1741,23925,33539,B,452,yes,138.95,2,4,deluxe,yes,no,2026-05-07
1742,11624,33577,B,6,yes,736.84,1,4,standard,yes,no,2026-04-27
1743,17457,33609,A,219,yes,88.45,6,1,deluxe,yes,no,2026-04-28
1744,7795,33712,B,342,yes,661.85,6,4,suite,yes,no,2026-04-25
1745,10407,33761,B,344,yes,688.44,3,2,deluxe,yes,no,2026-05-06
1746,21931,33763,A,470,yes,618.75,2,1,standard,yes,no,2026-04-29
1747,9100,33777,A,442,yes,286.72,6,2,suite,yes,no,2026-05-01
1748,7192,33787,A,323,yes,404.28,5,4,standard,yes,no,2026-05-13
1749,10198,33799,B,341,yes,169.24,6,1,standard,yes,no,2026-05-07
1750,6764,33808,B,440,yes,470.23,1,2,standard,yes,no,2026-05-10
1751,20351,33821,A,94,yes,126.74,2,3,suite,yes,no,2026-05-15
1752,4633,33852,A,158,yes,365.79,1,3,standard,yes,no,2026-05-08
1753,5881,33862,A,137,yes,660.7,3,4,deluxe,yes,no,2026-04-26
1754,20189,33884,A,161,yes,407.9,1,4,standard,yes,no,2026-05-01
1755,11748,33892,B,33,yes,308.31,6,3,suite,yes,no,2026-05-10
1756,23785,33906,B,220,yes,680.73,5,1,suite,yes,no,2026-05-04
1757,9207,33951,B,27,yes,454.42,4,3,standard,yes,yes,2026-05-14
1758,8473,33970,B,252,yes,512.64,6,4,standard,yes,no,2026-05-06
1759,15687,33977,B,373,yes,134.6,6,2,standard,yes,no,2026-04-30
1760,5674,34042,B,412,yes,655.73,2,4,deluxe,yes,no,2026-05-01
1761,5579,34079,A,389,yes,250.83,6,4,standard,yes,no,2026-04-30
1762,9999,34091,B,367,yes,294.17,6,4,suite,yes,no,2026-04-30
1763,1307,34094,B,376,yes,480.39,3,4,suite,yes,no,2026-05-04
1764,4710,34096,B,136,yes,309.89,1,1,suite,yes,no,2026-05-10
1765,4536,34163,A,87,yes,719.41,2,3,suite,yes,no,2026-05-03
1766,20082,34178,A,183,yes,672.43,4,4,deluxe,yes,no,2026-05-05
1767,20012,34221,A,450,yes,408.86,6,1,standard,yes,no,2026-05-09
1768,13341,34225,A,318,yes,443.62,6,1,suite,yes,no,2026-05-15
1769,8495,34240,B,276,yes,360.68,6,1,deluxe,yes,no,2026-04-28
1770,7350,34256,A,20,yes,335.74,1,1,suite,yes,no,2026-05-03
1771,17766,34281,B,214,yes,744.94,3,3,suite,yes,no,2026-05-14
1772,8428,34282,A,295,yes,331.37,4,2,suite,yes,no,2026-05-12
1773,20007,34304,B,315,yes,695.96,6,2,suite,yes,no,2026-05-01
1774,1367,34306,B,174,yes,587.62,2,1,deluxe,yes,no,2026-05-04
1775,12168,34416,B,398,yes,473.61,3,3,deluxe,yes,no,2026-05-07
1776,13636,34429,B,248,yes,277.46,1,4,standard,yes,no,2026-05-08
1777,7718,34446,A,271,yes,190.63,4,2,standard,yes,yes,2026-04-26
1778,15233,34499,B,345,yes,467.01,5,4,suite,yes,no,2026-05-05
1779,12328,34517,A,461,yes,597.07,1,4,standard,yes,no,2026-05-01
1780,19316,34521,B,444,yes,570.31,2,2,deluxe,yes,yes,2026-05-15
1781,19789,34556,B,4,yes,344.26,2,2,deluxe,yes,no,2026-05-11
1782,9953,34573,A,23,yes,569.57,3,2,suite,yes,no,2026-05-10
1783,23259,34576,B,493,yes,762.42,3,1,deluxe,yes,no,2026-04-26
1784,17522,34596,B,213,yes,159.92,2,4,suite,yes,no,2026-05-03
1785,14857,34615,B,422,yes,636.09,5,1,suite,yes,no,2026-04-28
1786,22592,34652,B,191,yes,437.83,4,1,suite,yes,no,2026-05-13
1787,11405,34725,B,334,yes,372.95,5,2,deluxe,yes,no,2026-04-27
1788,11297,34760,A,481,yes,613.8,5,2,standard,yes,no,2026-05-06
1789,12352,34766,B,91,yes,303.67,5,1,deluxe,yes,no,2026-05-10
1790,6835,34797,B,83,yes,264.26,4,4,suite,yes,no,2026-04-30
1791,9290,34822,B,426,yes,251.22,2,2,deluxe,yes,no,2026-05-10
1792,2889,34926,A,202,yes,403.08,2,1,suite,yes,no,2026-04-25
1793,5575,34930,A,189,yes,473.15,1,1,standard,yes,no,2026-05-14
1794,21866,34936,B,94,yes,166.8,3,2,deluxe,yes,no,2026-05-12
1795,6425,34942,B,393,yes,456.07,3,2,standard,yes,no,2026-05-14
1796,21339,34965,B,349,yes,347.66,5,1,suite,yes,no,2026-05-02
1797,14452,34970,A,137,yes,779.21,1,1,suite,yes,no,2026-05-03
1798,7956,34994,B,304,yes,422.58,1,4,standard,yes,no,2026-05-13
1799,5691,35019,B,245,yes,203.91,5,2,standard,yes,no,2026-04-27
1800,21936,35041,B,343,yes,163.58,1,1,standard,yes,no,2026-05-01
1801,14048,35053,B,298,yes,417.63,3,4,deluxe,yes,no,2026-04-26
1802,6948,35086,B,283,yes,625.2,2,3,deluxe,yes,yes,2026-05-08
1803,14471,35107,B,183,yes,470.5,2,3,suite,yes,no,2026-04-30
1804,8225,35116,B,408,yes,475.06,4,2,suite,yes,no,2026-05-10
1805,20398,35130,A,226,yes,493.75,2,3,deluxe,yes,no,2026-05-11
1806,2825,35137,B,153,yes,736.45,5,2,suite,yes,no,2026-05-11
1807,1299,35143,A,141,yes,356.6,1,1,suite,yes,no,2026-05-04
1808,19448,35151,B,431,yes,358.88,5,2,suite,yes,no,2026-05-07
1809,11114,35155,A,190,yes,706.34,3,4,deluxe,yes,no,2026-04-29
1810,20273,35192,B,458,yes,340.45,1,2,standard,yes,no,2026-04-29
1811,5435,35249,A,486,yes,625.85,6,4,suite,yes,no,2026-05-13
1812,17443,35250,A,126,yes,639.85,5,2,suite,yes,no,2026-05-10
1813,18108,35278,B,265,yes,178.76,4,2,suite,yes,no,2026-05-08
1814,7975,35339,B,336,yes,251.98,2,2,deluxe,yes,no,2026-05-11
1815,18685,35387,B,14,yes,167.41,5,4,deluxe,yes,no,2026-04-27
1816,24788,35434,A,405,yes,651.49,4,4,standard,yes,no,2026-04-28
1817,11877,35458,A,300,yes,401.87,2,4,deluxe,yes,no,2026-05-08
1818,7288,35463,B,164,yes,322.16,3,2,standard,yes,no,2026-04-29
1819,10734,35510,A,465,yes,190.51,5,3,suite,yes,no,2026-04-30
1820,5673,35529,A,233,yes,717.93,5,3,standard,yes,no,2026-05-15
1821,20252,35556,B,122,yes,445.9,5,2,deluxe,yes,no,2026-05-08
1822,8755,35566,B,344,yes,109.77,6,1,suite,yes,no,2026-04-25
1823,20135,35605,B,403,yes,453.8,5,2,deluxe,yes,no,2026-05-05
1824,6676,35615,B,89,yes,571.1,1,1,standard,yes,no,2026-04-25
1825,11141,35659,A,191,yes,122.32,3,4,suite,yes,no,2026-04-26
1826,2897,35661,A,306,yes,393.57,5,3,suite,yes,no,2026-04-29
1827,21805,35663,B,127,yes,358.35,1,1,deluxe,yes,no,2026-04-25
1828,3777,35674,A,358,yes,263.53,2,4,deluxe,yes,no,2026-05-03
1829,8640,35720,B,83,yes,473.5,1,4,suite,yes,no,2026-05-05
1830,9751,35732,A,341,yes,241.95,4,3,standard,yes,no,2026-05-08
1831,13104,35752,B,66,yes,291.76,1,1,deluxe,yes,no,2026-05-05
1832,13714,35780,A,13,yes,520.57,1,2,deluxe,yes,no,2026-04-25
1833,5813,35785,B,423,yes,214.14,1,3,standard,yes,no,2026-05-08
1834,3607,35817,B,496,yes,332.19,2,1,standard,yes,no,2026-05-06
1835,2175,35821,A,224,yes,380.5,1,2,suite,yes,no,2026-05-12
1836,21452,35842,B,28,yes,126.5,6,4,deluxe,yes,no,2026-04-25
1837,2156,35846,A,175,yes,629.28,3,4,deluxe,yes,no,2026-05-08
1838,6107,35896,B,424,yes,179.99,2,3,standard,yes,no,2026-05-15
1839,7080,35927,A,71,yes,585.08,2,2,standard,yes,no,2026-05-05
1840,7905,35984,A,59,yes,751.92,2,4,deluxe,yes,yes,2026-05-04
1841,12065,36022,B,210,yes,170.23,2,2,suite,yes,no,2026-05-04
1842,18858,36057,B,444,yes,666.41,5,2,standard,yes,no,2026-05-01
1843,17982,36066,B,270,yes,657.23,6,4,deluxe,yes,no,2026-04-28
1844,8092,36090,A,245,yes,272.69,6,3,deluxe,yes,no,2026-05-05
1845,19451,36116,B,76,yes,685.59,1,2,standard,yes,no,2026-04-26
1846,11109,36128,B,147,yes,499.14,1,3,deluxe,yes,no,2026-05-15
1847,489,36167,B,37,yes,711.41,2,2,suite,yes,no,2026-04-26
1848,23286,36305,B,48,yes,381.18,4,2,suite,yes,no,2026-05-04
1849,15941,36345,B,149,yes,287.55,1,2,standard,yes,no,2026-04-25
1850,15198,36352,A,296,yes,787.75,2,4,suite,yes,no,2026-05-02
1851,4242,36360,B,183,yes,143.9,2,4,suite,yes,no,2026-05-02
1852,10339,36376,A,229,yes,758.06,1,4,deluxe,yes,yes,2026-05-03
1853,6286,36384,A,477,yes,366.75,5,4,deluxe,yes,no,2026-05-13
1854,6540,36387,A,177,yes,518.96,3,4,suite,yes,no,2026-05-06
1855,980,36403,A,381,yes,537.88,5,4,standard,yes,no,2026-04-29
1856,21406,36411,A,324,yes,683.8,6,2,standard,yes,no,2026-05-05
1857,18927,36441,B,315,yes,620.54,3,1,suite,yes,no,2026-04-28
1858,816,36454,B,488,yes,606.15,3,3,suite,yes,no,2026-04-26
1859,5651,36456,B,347,yes,101.76,5,4,suite,yes,no,2026-04-30
1860,6927,36508,A,70,yes,510.97,5,2,suite,yes,no,2026-04-25
1861,4386,36510,A,263,yes,526.8,4,1,standard,yes,no,2026-04-26
1862,3326,36534,B,230,yes,367.74,3,2,suite,yes,no,2026-05-04
1863,17517,36582,B,392,yes,741.4,3,2,standard,yes,no,2026-04-25
1864,18567,36607,A,212,yes,777.34,6,2,deluxe,yes,no,2026-05-06
1865,5251,36615,A,158,yes,684.86,6,1,suite,yes,no,2026-05-04
1866,19948,36619,A,148,yes,580.52,6,4,deluxe,yes,no,2026-05-02
1867,19027,36627,A,465,yes,528.81,1,3,deluxe,yes,no,2026-05-09
1868,21222,36647,B,9,yes,429.86,3,4,suite,yes,no,2026-05-04
1869,3170,36651,B,298,yes,494.24,6,2,suite,yes,no,2026-04-26
1870,10969,36652,A,51,yes,289.31,6,3,suite,yes,no,2026-05-08
1871,8379,36653,A,342,yes,362.41,2,3,suite,yes,no,2026-05-10
1872,9931,36680,B,67,yes,456.6,6,1,deluxe,yes,no,2026-05-01
1873,20045,36681,A,148,yes,155.67,2,3,standard,yes,yes,2026-04-25
1874,24120,36685,B,171,yes,687.15,4,4,suite,yes,no,2026-05-14
1875,14485,36726,A,491,yes,134.13,1,4,deluxe,yes,no,2026-05-08
1876,6656,36727,A,156,yes,574.22,1,2,standard,yes,no,2026-05-02
1877,15803,36757,B,63,yes,348.53,1,2,suite,yes,no,2026-05-09
1878,22099,36766,A,435,yes,760.72,1,1,standard,yes,no,2026-05-09
1879,11566,36786,B,320,yes,548.21,1,1,suite,yes,no,2026-05-02
1880,8874,36827,A,387,yes,739.36,3,1,standard,yes,no,2026-04-28
1881,8551,36841,B,200,yes,139.27,2,3,standard,yes,no,2026-05-13
1882,16931,36852,A,59,yes,289.47,1,2,suite,yes,no,2026-05-11
1883,10950,36857,B,490,yes,693.93,5,1,deluxe,yes,no,2026-05-06
1884,24085,36865,A,469,yes,300.98,6,1,deluxe,yes,no,2026-05-12
1885,2658,36880,B,487,yes,392.38,5,3,suite,yes,yes,2026-05-09
1886,11105,36906,B,380,yes,613.51,1,1,suite,yes,no,2026-05-08
1887,1197,36911,B,49,yes,350.17,2,2,standard,yes,no,2026-05-07
1888,10580,36937,A,10,yes,549.69,5,2,standard,yes,no,2026-05-05
1889,11420,36993,A,242,yes,205.34,3,4,suite,yes,no,2026-05-15
1890,1280,37004,B,425,yes,591.34,1,1,standard,yes,no,2026-05-13
1891,23501,37014,B,8,yes,766.24,3,4,standard,yes,no,2026-05-05
1892,18862,37026,A,32,yes,636.77,2,1,suite,yes,no,2026-05-08
1893,15349,37051,B,206,yes,492.16,2,2,deluxe,yes,no,2026-05-06
1894,1081,37061,B,329,yes,650.12,2,3,suite,yes,no,2026-05-15
1895,11138,37067,B,416,yes,107.56,4,4,standard,yes,yes,2026-04-25
1896,8302,37069,A,73,yes,222.11,3,3,standard,yes,no,2026-05-07
1897,11995,37098,B,272,yes,507.89,6,3,deluxe,yes,no,2026-05-02
1898,7460,37120,A,211,yes,287.51,2,3,suite,yes,no,2026-04-30
1899,7722,37130,B,55,yes,425.55,5,4,standard,yes,no,2026-05-15
1900,13507,37143,B,167,yes,423.44,3,4,standard,yes,no,2026-05-15
1901,21405,37171,B,488,yes,151.94,5,1,suite,yes,no,2026-05-11
1902,13863,37182,A,264,yes,428.01,3,1,suite,yes,no,2026-05-10
1903,23923,37251,B,60,yes,633.65,3,3,suite,yes,no,2026-05-03
1904,16380,37275,A,354,yes,648.83,6,2,suite,yes,no,2026-05-07
1905,24438,37314,A,75,yes,694.96,1,4,deluxe,yes,no,2026-05-01
1906,23275,37367,B,407,yes,248.14,5,4,suite,yes,no,2026-05-13
1907,11408,37372,B,135,yes,620.0,5,3,suite,yes,no,2026-05-02
1908,12560,37382,A,93,yes,334.32,3,4,deluxe,yes,no,2026-04-30
1909,12883,37401,A,235,yes,160.6,3,2,deluxe,yes,no,2026-05-03
1910,16263,37408,A,215,yes,144.86,3,4,deluxe,yes,no,2026-04-28
1911,21481,37413,B,313,yes,616.01,6,3,deluxe,yes,yes,2026-05-12
1912,20504,37418,A,18,yes,679.12,6,4,suite,yes,no,2026-05-09
1913,9285,37426,A,50,yes,606.91,5,4,standard,yes,no,2026-05-13
1914,2103,37446,B,204,yes,183.62,2,3,standard,yes,no,2026-05-07
1915,13457,37459,B,204,yes,672.98,2,4,deluxe,yes,no,2026-05-08
1916,5832,37463,B,465,yes,741.58,6,2,deluxe,yes,no,2026-04-28
1917,5136,37469,B,29,yes,129.66,4,4,standard,yes,no,2026-05-04
1918,24975,37475,A,185,yes,256.28,1,3,deluxe,yes,no,2026-04-28
1919,8540,37491,A,463,yes,145.18,5,1,deluxe,yes,no,2026-05-06
1920,24132,37552,B,497,yes,95.82,2,2,deluxe,yes,yes,2026-04-28
1921,12159,37576,B,340,yes,418.7,1,2,suite,yes,no,2026-05-02
1922,9083,37616,B,444,yes,146.17,1,4,suite,yes,yes,2026-05-15
1923,8256,37624,B,132,yes,757.45,3,3,deluxe,yes,no,2026-04-25
1924,207,37628,B,119,yes,182.49,3,3,deluxe,yes,no,2026-04-27
1925,3422,37636,B,265,yes,267.4,1,2,deluxe,yes,no,2026-05-07
1926,13878,37649,B,212,yes,274.01,1,1,standard,yes,no,2026-05-10
1927,23477,37651,A,408,yes,730.85,6,4,deluxe,yes,no,2026-05-10
1928,16914,37659,A,385,yes,334.51,5,2,deluxe,yes,yes,2026-04-27
1929,10269,37684,A,236,yes,613.9,4,4,standard,yes,no,2026-05-10
1930,5102,37695,A,2,yes,631.41,6,1,deluxe,yes,no,2026-04-30
1931,13439,37707,A,147,yes,117.05,6,2,suite,yes,no,2026-05-10
1932,12411,37728,A,393,yes,581.46,5,3,suite,yes,no,2026-05-06
1933,20816,37744,B,17,yes,705.53,5,3,suite,yes,no,2026-05-04
1934,12043,37800,B,269,yes,562.0,1,3,standard,yes,no,2026-05-11
1935,6786,37805,B,469,yes,210.48,1,2,deluxe,yes,no,2026-05-13
1936,22205,37826,A,67,yes,248.33,1,3,standard,yes,no,2026-04-30
1937,11676,37840,B,67,yes,729.61,1,4,standard,yes,no,2026-05-09
1938,2068,37841,B,154,yes,636.59,6,4,standard,yes,no,2026-05-06
1939,10358,37888,A,50,yes,158.14,6,1,suite,yes,no,2026-05-15
1940,7286,37936,B,222,yes,297.38,4,3,deluxe,yes,no,2026-04-26
1941,5524,37988,B,146,yes,592.49,2,1,deluxe,yes,no,2026-04-28
1942,1746,37998,A,156,yes,263.79,3,4,suite,yes,no,2026-04-29
1943,13877,38017,A,427,yes,737.93,4,2,standard,yes,no,2026-05-10
1944,8190,38051,B,80,yes,528.38,1,4,suite,yes,no,2026-05-14
1945,9927,38055,A,427,yes,364.23,3,2,deluxe,yes,no,2026-05-12
1946,16918,38061,B,193,yes,690.0,2,3,suite,yes,no,2026-05-12
1947,17940,38065,A,121,yes,249.15,6,2,suite,yes,no,2026-04-28
1948,3699,38067,A,228,yes,634.21,3,2,suite,yes,no,2026-05-13
1949,20615,38075,B,316,yes,399.05,5,2,deluxe,yes,no,2026-04-30
1950,10253,38112,B,262,yes,775.16,2,1,standard,yes,no,2026-04-29
1951,22473,38121,B,25,yes,255.52,3,2,standard,yes,no,2026-05-14
