user_id,age_group,gender,country,device,customer_type,acquisition_channel,loyalty_member,signup_date
14807,55-64,non-binary,Italy,tablet,returning,organic search,no,2025-11-08
14808,65+,female,US,desktop,returning,email,yes,2025-05-25
14809,55-64,non-binary,Spain,desktop,new,direct,yes,2025-10-07
14810,55-64,female,UK,desktop,new,email,yes,2026-01-31
14811,18-24,male,Spain,desktop,returning,paid search,no,2025-10-23
14812,18-24,non-binary,France,desktop,new,direct,yes,2025-08-23
14813,18-24,female,France,tablet,returning,organic search,no,2025-06-27
14814,65+,non-binary,Spain,tablet,returning,paid search,yes,2026-01-30
14815,45-54,male,Germany,desktop,new,referral,no,2025-07-10
14816,25-34,female,France,desktop,returning,organic search,yes,2025-07-29
14817,65+,female,Italy,tablet,new,referral,yes,2025-10-06
14818,18-24,non-binary,US,tablet,returning,direct,no,2025-07-02
14819,55-64,male,US,desktop,new,referral,no,2025-12-16
14820,65+,male,US,tablet,new,direct,yes,2025-07-30
14821,55-64,female,Italy,desktop,new,referral,yes,2025-08-20
14822,55-64,non-binary,Spain,mobile,new,email,yes,2025-08-13
14823,55-64,female,France,desktop,new,email,no,2025-12-04
14824,35-44,female,Germany,tablet,returning,paid search,no,2025-10-16
14825,45-54,non-binary,Italy,mobile,new,referral,no,2025-12-27
14826,25-34,male,Italy,tablet,returning,direct,no,2025-07-12
14827,25-34,female,US,tablet,new,organic search,no,2025-08-08
14828,18-24,female,Italy,tablet,returning,direct,no,2026-03-25
14829,35-44,non-binary,Italy,mobile,new,email,no,2026-02-22
14830,65+,non-binary,Germany,desktop,new,organic search,no,2025-10-28
14831,65+,female,Italy,mobile,new,referral,no,2025-05-26
14832,25-34,male,US,mobile,returning,email,no,2025-09-11
14833,45-54,non-binary,Italy,mobile,new,referral,no,2025-09-26
14834,55-64,female,Spain,mobile,returning,email,yes,2025-09-18
14835,18-24,male,US,mobile,returning,referral,no,2025-06-29
14836,45-54,non-binary,Spain,desktop,returning,email,yes,2025-10-24
14837,25-34,non-binary,France,desktop,returning,paid search,yes,2025-10-13
14838,35-44,female,France,tablet,new,direct,yes,2025-10-06
14839,18-24,non-binary,Germany,tablet,returning,direct,no,2025-11-07
14840,25-34,female,Italy,tablet,new,referral,no,2025-12-17
14841,65+,non-binary,US,tablet,returning,referral,no,2026-02-04
14842,18-24,male,France,desktop,returning,organic search,yes,2025-10-10
14843,25-34,male,Italy,tablet,returning,organic search,no,2026-02-14
14844,65+,non-binary,UK,desktop,new,direct,no,2025-06-24
14845,65+,female,UK,tablet,new,direct,no,2026-03-09
14846,55-64,non-binary,Germany,mobile,returning,paid search,no,2026-02-27
14847,35-44,female,Italy,desktop,new,referral,yes,2025-10-29
14848,55-64,non-binary,France,desktop,returning,referral,no,2025-05-02
14849,25-34,male,Spain,tablet,returning,direct,no,2026-02-14
14850,45-54,female,Italy,tablet,returning,referral,no,2025-09-20
14851,55-64,male,UK,mobile,new,organic search,no,2025-10-07
14852,45-54,male,Italy,mobile,returning,referral,no,2026-03-22
14853,65+,male,France,desktop,new,organic search,no,2025-05-27
14854,25-34,non-binary,Spain,tablet,returning,email,no,2026-02-13
14855,35-44,female,US,desktop,returning,referral,yes,2026-04-12
14856,45-54,male,Italy,tablet,new,email,no,2026-04-17
14857,25-34,female,France,desktop,new,direct,no,2025-08-19
14858,45-54,female,US,desktop,new,referral,no,2025-12-12
14859,55-64,male,UK,tablet,new,paid search,yes,2025-11-19
14860,25-34,non-binary,US,tablet,returning,paid search,yes,2025-06-23
14861,55-64,male,UK,mobile,returning,email,no,2025-11-25
14862,18-24,male,Germany,tablet,new,paid search,no,2026-02-01
14863,25-34,female,Germany,desktop,new,organic search,no,2025-07-02
14864,45-54,non-binary,UK,tablet,returning,direct,no,2025-08-02
14865,18-24,female,Spain,tablet,returning,organic search,no,2025-09-19
14866,55-64,non-binary,Germany,mobile,returning,direct,yes,2025-10-22
14867,55-64,male,Spain,tablet,new,paid search,no,2025-08-21
14868,45-54,non-binary,Spain,mobile,new,direct,yes,2025-10-18
14869,18-24,female,Spain,mobile,returning,organic search,yes,2025-08-12
14870,65+,male,France,desktop,returning,email,yes,2025-09-17
14871,35-44,non-binary,Italy,desktop,returning,email,yes,2025-11-29
14872,45-54,non-binary,France,desktop,returning,referral,yes,2025-12-16
14873,55-64,female,Italy,tablet,new,organic search,yes,2025-10-28
14874,25-34,non-binary,Italy,tablet,returning,organic search,no,2025-05-22
14875,18-24,male,Spain,desktop,returning,email,yes,2025-09-01
14876,65+,non-binary,UK,tablet,returning,paid search,no,2025-06-17
14877,35-44,female,Italy,mobile,returning,email,yes,2026-01-27
14878,25-34,non-binary,Germany,desktop,new,referral,yes,2025-10-24
14879,18-24,male,US,tablet,new,referral,yes,2025-07-10
14880,65+,male,France,tablet,new,organic search,no,2025-06-24
14881,45-54,non-binary,France,mobile,new,organic search,yes,2026-04-15
14882,65+,non-binary,US,desktop,returning,referral,no,2025-07-07
14883,45-54,male,Spain,desktop,returning,organic search,no,2025-04-26
14884,18-24,female,Italy,tablet,new,direct,yes,2025-04-29
14885,65+,male,US,desktop,returning,referral,yes,2026-03-25
14886,35-44,non-binary,Spain,mobile,new,referral,yes,2025-11-05
14887,65+,non-binary,France,desktop,returning,organic search,yes,2026-02-02
14888,18-24,female,US,mobile,new,direct,yes,2026-01-31
14889,25-34,male,Italy,tablet,new,referral,yes,2025-09-17
14890,25-34,male,UK,mobile,returning,direct,yes,2025-11-01
14891,65+,female,Germany,tablet,returning,referral,yes,2025-09-29
14892,65+,male,Germany,tablet,returning,direct,no,2026-04-19
14893,45-54,female,Germany,mobile,new,email,no,2025-10-03
14894,18-24,male,US,mobile,new,referral,yes,2025-09-25
14895,45-54,female,Italy,mobile,new,direct,yes,2026-02-07
14896,35-44,female,Spain,tablet,new,email,yes,2025-09-16
14897,25-34,female,Italy,desktop,returning,organic search,no,2025-09-21
14898,55-64,non-binary,Italy,tablet,new,paid search,yes,2025-11-01
14899,55-64,non-binary,France,mobile,new,direct,yes,2025-08-22
14900,18-24,non-binary,Germany,tablet,new,email,yes,2025-12-29
14901,18-24,male,US,mobile,new,referral,no,2025-12-09
14902,55-64,female,Germany,mobile,new,email,no,2025-05-22
14903,18-24,male,Italy,desktop,new,paid search,no,2025-09-30
14904,25-34,male,Spain,tablet,new,paid search,no,2026-04-03
14905,35-44,female,UK,mobile,returning,paid search,no,2025-05-10
14906,35-44,non-binary,UK,tablet,returning,organic search,no,2026-04-17
14907,45-54,male,Italy,desktop,new,direct,no,2025-06-12
14908,25-34,male,France,mobile,returning,referral,no,2025-09-21
14909,18-24,male,UK,mobile,returning,direct,yes,2026-04-22
14910,18-24,non-binary,UK,tablet,new,direct,yes,2025-11-30
14911,45-54,female,US,tablet,returning,organic search,no,2025-06-27
14912,45-54,female,US,tablet,returning,referral,yes,2025-07-09
14913,18-24,male,France,desktop,returning,organic search,yes,2026-02-15
14914,18-24,female,Italy,desktop,returning,referral,no,2025-10-11
14915,25-34,non-binary,France,mobile,new,email,yes,2025-08-02
14916,45-54,female,Italy,tablet,new,referral,no,2026-02-18
14917,25-34,male,US,desktop,new,organic search,yes,2026-04-14
14918,65+,male,UK,tablet,returning,email,yes,2026-02-10
14919,18-24,female,Italy,tablet,new,referral,no,2026-01-30
14920,55-64,male,Spain,desktop,new,paid search,yes,2025-09-07
14921,55-64,non-binary,UK,tablet,new,organic search,yes,2025-11-08
14922,65+,non-binary,UK,mobile,returning,email,yes,2026-01-25
14923,18-24,non-binary,Spain,mobile,new,paid search,yes,2025-10-31
14924,45-54,non-binary,France,tablet,new,email,yes,2025-12-27
14925,55-64,male,US,desktop,new,referral,yes,2026-01-17
14926,45-54,male,France,tablet,returning,referral,no,2025-09-14
14927,55-64,female,France,mobile,new,email,yes,2026-01-20
14928,45-54,male,France,tablet,new,email,yes,2025-05-17
14929,55-64,female,US,desktop,returning,referral,yes,2026-01-02
14930,45-54,male,France,desktop,new,direct,yes,2025-09-21
14931,65+,female,France,desktop,returning,email,yes,2026-04-19
14932,25-34,female,Germany,desktop,new,direct,yes,2025-10-06
14933,45-54,non-binary,UK,mobile,new,referral,yes,2026-02-04
14934,25-34,female,Germany,tablet,returning,paid search,yes,2025-07-29
14935,25-34,female,US,mobile,returning,paid search,no,2025-07-28
14936,18-24,female,Italy,desktop,returning,organic search,no,2025-10-27
14937,65+,female,Italy,tablet,new,organic search,yes,2025-05-08
14938,25-34,female,Spain,tablet,new,referral,no,2026-04-17
14939,35-44,non-binary,Italy,desktop,returning,email,yes,2026-03-06
14940,25-34,female,Spain,tablet,new,paid search,no,2025-09-12
14941,45-54,female,Italy,desktop,returning,email,yes,2025-12-26
14942,25-34,female,Germany,tablet,returning,direct,no,2026-01-24
14943,45-54,male,Germany,desktop,new,referral,no,2026-01-12
14944,45-54,male,Germany,mobile,returning,organic search,yes,2025-05-05
14945,35-44,non-binary,UK,tablet,returning,referral,no,2026-01-20
14946,25-34,female,US,mobile,new,organic search,yes,2026-01-08
14947,25-34,female,Italy,mobile,new,referral,yes,2025-12-31
14948,55-64,male,Italy,mobile,returning,referral,no,2025-06-21
14949,55-64,female,Italy,mobile,returning,organic search,no,2025-08-04
14950,18-24,non-binary,France,mobile,returning,direct,yes,2025-12-16
14951,45-54,female,Germany,tablet,new,referral,no,2025-10-18
14952,35-44,non-binary,UK,tablet,returning,paid search,no,2026-01-14
14953,55-64,male,Spain,tablet,returning,referral,yes,2025-06-21
14954,25-34,non-binary,Spain,mobile,returning,email,yes,2025-08-01
14955,18-24,non-binary,Spain,desktop,new,paid search,yes,2025-07-30
14956,35-44,non-binary,Germany,desktop,new,email,no,2025-12-14
14957,65+,non-binary,Spain,tablet,returning,organic search,yes,2025-12-05
14958,25-34,non-binary,Spain,mobile,returning,organic search,yes,2026-01-07
14959,25-34,non-binary,Spain,tablet,returning,organic search,yes,2026-03-17
14960,65+,non-binary,France,mobile,returning,email,yes,2025-06-26
14961,45-54,non-binary,Spain,desktop,returning,organic search,no,2025-04-29
14962,45-54,non-binary,UK,desktop,new,paid search,no,2025-06-09
14963,55-64,male,Germany,mobile,returning,organic search,no,2026-02-18
14964,55-64,non-binary,Italy,desktop,new,referral,no,2025-05-30
14965,25-34,non-binary,France,mobile,returning,email,no,2025-12-31
14966,25-34,female,France,tablet,new,email,no,2026-01-26
14967,55-64,female,Germany,mobile,returning,email,no,2026-04-16
14968,65+,female,Spain,mobile,returning,email,yes,2025-09-21
14969,55-64,non-binary,Italy,desktop,new,direct,yes,2025-09-26
14970,25-34,male,Italy,mobile,new,organic search,no,2026-01-24
14971,35-44,male,Spain,desktop,returning,referral,no,2025-12-08
14972,25-34,female,US,mobile,new,referral,no,2026-04-09
14973,35-44,female,Spain,desktop,returning,email,no,2025-05-26
14974,35-44,non-binary,Italy,mobile,new,referral,yes,2025-11-12
14975,25-34,male,UK,mobile,returning,organic search,yes,2026-04-13
14976,18-24,male,Spain,mobile,returning,paid search,yes,2025-07-07
14977,55-64,female,Germany,mobile,new,referral,no,2026-03-31
14978,45-54,male,Spain,tablet,new,direct,yes,2025-10-06
14979,25-34,female,Germany,tablet,returning,email,yes,2025-06-28
14980,35-44,female,France,desktop,returning,paid search,yes,2026-03-13
14981,25-34,non-binary,US,tablet,returning,paid search,no,2025-10-07
14982,55-64,female,France,tablet,new,email,yes,2025-08-01
14983,65+,non-binary,Germany,desktop,returning,email,yes,2026-01-18
14984,35-44,male,US,tablet,new,referral,yes,2025-08-20
14985,45-54,male,France,desktop,new,email,yes,2025-11-05
14986,45-54,female,Spain,tablet,returning,direct,no,2025-11-18
14987,45-54,female,Italy,desktop,new,organic search,yes,2026-01-05
14988,65+,non-binary,Italy,desktop,returning,paid search,no,2026-04-04
14989,18-24,non-binary,Spain,tablet,returning,email,no,2025-09-20
14990,35-44,male,US,desktop,new,referral,yes,2025-12-08
14991,65+,male,France,mobile,returning,email,no,2025-08-22
14992,35-44,female,UK,tablet,new,direct,no,2026-02-04
14993,65+,female,UK,mobile,returning,email,no,2025-10-01
14994,65+,non-binary,UK,tablet,new,direct,yes,2026-02-11
14995,18-24,female,France,tablet,new,email,yes,2026-03-31
14996,35-44,non-binary,Italy,desktop,returning,organic search,no,2026-04-18
14997,65+,male,France,desktop,new,referral,no,2026-02-01
14998,18-24,male,France,desktop,new,direct,yes,2026-03-28
14999,25-34,female,Germany,tablet,returning,email,yes,2025-05-29
15000,55-64,non-binary,Italy,desktop,new,paid search,yes,2025-06-06
15001,65+,female,UK,mobile,new,direct,no,2025-12-28
15002,45-54,female,UK,mobile,returning,organic search,no,2025-12-03
15003,18-24,non-binary,UK,tablet,new,organic search,no,2026-02-20
15004,18-24,female,Italy,tablet,new,paid search,yes,2026-02-28
15005,65+,non-binary,Germany,desktop,new,email,yes,2025-09-05
15006,18-24,non-binary,Germany,mobile,new,email,no,2026-03-07
15007,25-34,female,France,desktop,new,email,yes,2025-06-19
15008,18-24,non-binary,Italy,desktop,new,email,no,2025-08-07
15009,55-64,male,Italy,desktop,new,email,no,2026-02-09
15010,55-64,male,UK,desktop,new,paid search,no,2025-07-15
15011,45-54,male,UK,mobile,new,organic search,no,2026-04-21
15012,25-34,male,Italy,desktop,new,paid search,yes,2026-02-09
15013,55-64,female,Spain,mobile,new,referral,no,2025-09-26
15014,65+,male,Italy,mobile,new,referral,yes,2026-01-21
15015,35-44,male,Spain,tablet,returning,direct,no,2025-08-22
15016,35-44,male,Spain,desktop,new,email,no,2025-04-27
15017,35-44,male,Germany,tablet,returning,organic search,no,2025-06-29
15018,65+,female,France,tablet,new,direct,no,2026-03-08
15019,18-24,male,US,tablet,new,referral,no,2025-11-01
15020,65+,non-binary,UK,mobile,new,direct,no,2025-04-25
15021,18-24,non-binary,Spain,desktop,returning,referral,yes,2025-06-01
15022,35-44,female,UK,tablet,returning,referral,yes,2025-05-22
15023,45-54,female,UK,mobile,new,paid search,yes,2026-02-19
15024,45-54,female,UK,tablet,new,direct,no,2026-01-20
15025,18-24,male,Italy,mobile,returning,referral,no,2025-10-04
15026,35-44,female,France,mobile,returning,organic search,yes,2025-11-14
15027,65+,male,UK,mobile,returning,referral,no,2025-10-03
15028,45-54,female,France,mobile,new,paid search,no,2026-01-04
15029,18-24,non-binary,US,desktop,returning,direct,no,2025-08-14
15030,65+,non-binary,US,mobile,new,referral,yes,2026-02-03
15031,35-44,male,Germany,tablet,new,email,no,2025-10-09
15032,25-34,female,UK,desktop,returning,email,no,2025-06-30
15033,35-44,non-binary,Spain,tablet,new,referral,no,2025-07-02
15034,35-44,male,Germany,desktop,returning,direct,no,2025-09-17
15035,65+,non-binary,Italy,tablet,returning,paid search,no,2025-07-06
15036,65+,female,Germany,tablet,new,organic search,yes,2026-01-23
15037,55-64,male,US,mobile,new,direct,no,2025-06-16
15038,55-64,non-binary,Spain,tablet,new,paid search,no,2025-07-10
15039,65+,female,UK,desktop,new,referral,yes,2025-10-30
15040,65+,male,UK,tablet,returning,organic search,no,2025-07-04
15041,25-34,non-binary,US,mobile,new,direct,no,2025-11-06
15042,25-34,non-binary,Italy,mobile,returning,referral,yes,2025-06-06
15043,35-44,male,France,desktop,returning,organic search,no,2025-10-17
15044,45-54,female,US,tablet,returning,referral,yes,2025-12-01
15045,25-34,male,Spain,mobile,new,email,no,2026-03-07
15046,35-44,non-binary,France,desktop,new,email,yes,2025-07-16
15047,18-24,non-binary,Spain,desktop,returning,paid search,no,2025-07-06
15048,55-64,non-binary,UK,mobile,new,organic search,yes,2025-07-12
15049,45-54,female,France,desktop,returning,email,yes,2025-05-17
15050,35-44,non-binary,Spain,tablet,new,referral,no,2026-02-10
15051,65+,non-binary,UK,tablet,new,paid search,yes,2025-07-04
15052,18-24,male,Spain,tablet,returning,email,yes,2026-03-05
15053,55-64,non-binary,France,desktop,returning,paid search,no,2026-02-13
15054,18-24,male,UK,desktop,returning,organic search,no,2025-07-08
15055,35-44,non-binary,Spain,tablet,returning,email,no,2025-08-03
15056,25-34,male,Germany,tablet,new,email,yes,2026-04-10
15057,55-64,male,France,mobile,new,direct,no,2026-03-29
15058,18-24,male,France,tablet,returning,direct,yes,2025-09-30
15059,25-34,male,France,desktop,new,organic search,yes,2025-10-13
15060,45-54,female,Italy,mobile,returning,organic search,yes,2025-12-24
15061,35-44,non-binary,UK,desktop,returning,direct,yes,2026-04-14
15062,35-44,female,France,desktop,new,email,no,2025-12-23
15063,55-64,non-binary,Spain,tablet,new,paid search,no,2025-06-06
15064,18-24,male,Germany,mobile,returning,organic search,no,2026-03-28
15065,45-54,non-binary,Spain,desktop,new,direct,no,2025-12-28
15066,65+,male,Spain,desktop,returning,paid search,no,2025-06-28
15067,55-64,non-binary,France,tablet,returning,direct,no,2025-05-25
15068,65+,male,Germany,desktop,new,referral,yes,2025-08-16
15069,55-64,non-binary,Germany,desktop,returning,email,no,2025-05-28
15070,18-24,non-binary,Germany,tablet,returning,paid search,no,2025-09-18
15071,45-54,non-binary,Germany,tablet,returning,direct,yes,2025-06-12
15072,18-24,male,US,tablet,new,paid search,no,2025-08-10
15073,35-44,non-binary,Germany,desktop,new,referral,yes,2025-05-19
15074,65+,male,France,mobile,returning,referral,yes,2025-09-04
15075,25-34,female,Italy,desktop,returning,email,yes,2025-05-06
15076,35-44,non-binary,Germany,mobile,returning,direct,yes,2025-12-08
15077,35-44,male,Spain,desktop,returning,direct,yes,2025-07-25
15078,65+,male,US,desktop,returning,direct,no,2025-10-27
15079,55-64,male,Spain,mobile,returning,organic search,no,2025-10-30
15080,35-44,female,France,desktop,returning,email,no,2026-01-11
15081,45-54,male,France,desktop,new,referral,yes,2026-02-14
15082,35-44,female,Italy,desktop,new,email,yes,2025-06-03
15083,45-54,female,Italy,desktop,new,organic search,yes,2025-04-28
15084,18-24,male,Germany,desktop,new,direct,yes,2025-05-18
15085,55-64,non-binary,Italy,mobile,new,referral,yes,2025-08-06
15086,45-54,female,France,desktop,new,direct,yes,2026-02-10
15087,35-44,male,US,mobile,new,organic search,yes,2025-04-27
15088,55-64,female,Italy,desktop,new,organic search,no,2026-01-08
15089,55-64,male,Spain,tablet,new,direct,yes,2025-12-07
15090,45-54,male,France,desktop,returning,direct,yes,2026-02-25
15091,45-54,female,Italy,tablet,new,paid search,yes,2025-05-11
15092,25-34,male,Italy,mobile,new,referral,yes,2025-06-01
15093,25-34,female,France,desktop,returning,referral,no,2025-07-15
15094,55-64,male,US,tablet,returning,email,no,2025-11-13
15095,65+,non-binary,UK,tablet,returning,email,no,2026-02-26
15096,65+,non-binary,UK,tablet,new,organic search,no,2025-04-27
15097,25-34,female,US,desktop,new,referral,yes,2025-09-17
15098,35-44,female,France,desktop,returning,organic search,yes,2025-12-15
15099,18-24,female,US,tablet,new,direct,yes,2025-11-12
15100,55-64,female,US,mobile,new,referral,no,2026-02-14
15101,18-24,non-binary,UK,tablet,new,organic search,yes,2025-08-06
15102,25-34,female,Germany,mobile,returning,paid search,yes,2026-04-22
15103,45-54,male,Italy,desktop,new,paid search,yes,2025-10-30
15104,55-64,male,France,desktop,new,referral,yes,2025-10-25
15105,25-34,female,Spain,desktop,returning,referral,no,2026-02-12
15106,35-44,male,US,mobile,returning,email,yes,2025-09-02
15107,55-64,female,UK,desktop,new,referral,yes,2025-12-15
15108,55-64,male,Germany,tablet,new,email,no,2025-10-08
15109,65+,male,France,tablet,new,paid search,yes,2025-09-02
15110,45-54,female,US,tablet,new,paid search,no,2025-09-15
15111,55-64,female,UK,desktop,returning,paid search,yes,2026-01-14
15112,45-54,non-binary,US,tablet,new,direct,yes,2026-04-05
15113,25-34,female,Spain,mobile,new,referral,yes,2025-09-05
15114,35-44,non-binary,France,mobile,returning,paid search,yes,2025-08-25
15115,35-44,female,Italy,mobile,new,email,no,2026-03-08
15116,55-64,male,France,mobile,new,email,yes,2025-07-27
15117,55-64,non-binary,France,tablet,new,organic search,yes,2025-09-12
15118,25-34,male,France,mobile,new,organic search,yes,2026-01-08
15119,65+,female,UK,tablet,returning,direct,yes,2025-09-26
15120,65+,female,Spain,desktop,new,email,yes,2025-09-18
15121,65+,female,US,tablet,returning,organic search,yes,2025-12-18
15122,45-54,female,UK,tablet,returning,referral,no,2025-05-17
15123,65+,non-binary,Germany,tablet,new,referral,no,2025-09-10
15124,35-44,non-binary,France,tablet,new,referral,no,2026-03-30
15125,45-54,female,France,desktop,returning,referral,no,2025-08-31
15126,25-34,male,US,tablet,new,organic search,no,2026-03-04
15127,35-44,non-binary,France,mobile,new,direct,yes,2025-06-02
15128,35-44,male,France,tablet,returning,organic search,no,2025-04-26
15129,18-24,female,US,desktop,new,referral,no,2025-10-19
15130,25-34,non-binary,Spain,mobile,returning,paid search,yes,2026-03-29
15131,25-34,non-binary,UK,mobile,returning,referral,no,2026-01-21
15132,18-24,non-binary,Spain,desktop,returning,direct,no,2025-09-28
15133,45-54,male,US,tablet,returning,email,yes,2026-01-31
15134,65+,female,Italy,tablet,new,email,yes,2026-03-15
15135,65+,female,Italy,tablet,returning,referral,no,2026-04-04
15136,65+,non-binary,Italy,desktop,returning,direct,yes,2026-04-19
15137,65+,non-binary,France,desktop,new,organic search,yes,2025-06-17
15138,65+,female,France,mobile,new,direct,no,2025-05-04
15139,18-24,male,Spain,tablet,returning,referral,yes,2025-12-14
15140,25-34,non-binary,Germany,tablet,returning,organic search,yes,2025-06-11
15141,45-54,male,UK,desktop,returning,email,no,2026-03-28
15142,35-44,male,France,desktop,returning,referral,yes,2025-11-17
15143,65+,female,US,mobile,new,email,yes,2025-08-11
15144,18-24,female,Spain,tablet,returning,referral,yes,2026-01-21
15145,45-54,male,UK,mobile,returning,organic search,yes,2026-02-10
15146,45-54,male,Italy,mobile,new,direct,yes,2026-03-07
15147,45-54,female,Germany,desktop,returning,email,yes,2025-07-30
15148,18-24,non-binary,Italy,tablet,new,organic search,yes,2025-09-15
15149,35-44,male,Italy,mobile,new,email,no,2025-10-17
15150,65+,non-binary,France,tablet,returning,paid search,yes,2025-12-21
15151,45-54,male,Spain,desktop,returning,organic search,no,2026-01-16
15152,18-24,female,France,mobile,new,organic search,yes,2026-01-05
15153,25-34,non-binary,Spain,tablet,returning,direct,yes,2026-03-28
15154,18-24,female,Germany,tablet,returning,direct,yes,2025-10-26
15155,18-24,male,US,tablet,new,referral,yes,2025-11-10
15156,18-24,female,US,desktop,new,direct,yes,2025-10-02
15157,45-54,non-binary,UK,mobile,returning,referral,no,2026-01-06
15158,18-24,female,France,mobile,new,direct,yes,2025-07-06
15159,25-34,non-binary,France,tablet,returning,direct,yes,2025-04-26
15160,45-54,female,France,mobile,new,referral,yes,2025-12-28
15161,25-34,female,US,desktop,new,paid search,yes,2026-03-06
15162,55-64,non-binary,UK,tablet,returning,organic search,yes,2025-08-28
15163,18-24,non-binary,US,tablet,returning,referral,yes,2025-05-01
15164,65+,non-binary,Italy,desktop,new,paid search,no,2025-12-27
15165,65+,male,Spain,tablet,new,direct,no,2025-09-11
15166,45-54,female,France,mobile,returning,referral,no,2026-03-30
15167,65+,non-binary,Spain,mobile,new,paid search,no,2025-05-12
15168,45-54,male,Italy,desktop,returning,paid search,yes,2026-03-04
15169,18-24,male,Germany,desktop,returning,organic search,no,2026-02-04
15170,35-44,non-binary,Spain,mobile,returning,direct,no,2025-08-29
15171,35-44,non-binary,Spain,tablet,new,email,no,2026-01-13
15172,25-34,non-binary,Spain,desktop,returning,paid search,no,2025-10-14
15173,18-24,male,US,mobile,returning,referral,no,2025-07-24
15174,65+,male,Spain,mobile,returning,direct,yes,2025-12-16
15175,18-24,female,Italy,desktop,returning,email,yes,2025-10-30
15176,55-64,male,France,tablet,new,email,no,2025-09-27
15177,35-44,non-binary,UK,mobile,new,email,no,2026-02-06
15178,65+,female,Germany,tablet,new,paid search,yes,2025-12-18
15179,35-44,female,France,mobile,new,organic search,yes,2026-02-27
15180,18-24,female,UK,desktop,new,email,yes,2025-05-26
15181,65+,female,France,mobile,new,email,no,2025-09-07
15182,25-34,non-binary,Spain,tablet,new,referral,yes,2025-10-08
15183,18-24,female,Germany,mobile,returning,email,no,2026-04-24
15184,25-34,non-binary,France,mobile,new,direct,yes,2026-04-21
15185,65+,male,Germany,desktop,new,organic search,yes,2026-04-21
15186,35-44,non-binary,US,tablet,new,organic search,yes,2025-10-26
15187,55-64,female,US,tablet,returning,email,no,2026-01-05
15188,45-54,male,Spain,tablet,new,paid search,no,2026-03-23
15189,35-44,male,Spain,desktop,new,paid search,no,2026-01-21
15190,25-34,male,US,tablet,new,email,no,2026-04-11
15191,18-24,female,France,mobile,new,email,no,2025-06-03
15192,65+,non-binary,UK,tablet,returning,paid search,yes,2026-02-04
15193,35-44,non-binary,UK,mobile,new,email,yes,2025-09-21
15194,55-64,female,US,mobile,new,referral,no,2025-08-17
15195,65+,female,UK,mobile,returning,referral,no,2025-12-16
15196,25-34,male,France,desktop,new,email,yes,2025-07-09
15197,65+,non-binary,UK,desktop,new,paid search,no,2026-01-26
15198,65+,female,Italy,desktop,new,referral,yes,2025-06-19
15199,18-24,female,UK,desktop,new,paid search,yes,2026-03-28
15200,45-54,non-binary,Italy,mobile,returning,email,no,2025-11-12
15201,25-34,male,US,mobile,new,email,no,2026-03-31
15202,18-24,male,Germany,tablet,new,email,yes,2025-12-03
15203,45-54,male,Germany,desktop,returning,referral,no,2026-02-23
15204,18-24,non-binary,France,tablet,new,organic search,yes,2026-03-23
15205,45-54,female,Germany,desktop,returning,organic search,no,2026-01-28
15206,45-54,female,Spain,desktop,new,organic search,no,2025-11-06
15207,45-54,female,US,tablet,new,referral,no,2025-05-07
15208,18-24,female,Italy,desktop,returning,paid search,no,2025-06-13
15209,65+,non-binary,Italy,tablet,returning,organic search,no,2025-11-04
15210,45-54,male,Germany,mobile,returning,organic search,no,2026-02-28
15211,65+,male,UK,mobile,new,direct,yes,2025-05-28
15212,25-34,male,Germany,tablet,new,email,yes,2025-08-20
15213,55-64,male,US,tablet,new,organic search,yes,2026-03-14
15214,65+,female,UK,mobile,returning,organic search,yes,2026-01-11
15215,55-64,female,UK,mobile,new,paid search,yes,2025-11-24
15216,45-54,non-binary,Italy,desktop,returning,email,no,2026-03-30
15217,55-64,male,US,desktop,returning,referral,no,2025-10-23
15218,55-64,female,France,mobile,returning,referral,no,2025-06-29
15219,45-54,female,France,desktop,returning,direct,no,2026-04-08
15220,65+,female,US,tablet,returning,paid search,no,2025-10-15
15221,45-54,male,Italy,tablet,new,paid search,yes,2025-06-08
15222,25-34,female,US,mobile,returning,email,no,2025-10-29
15223,35-44,male,US,tablet,new,paid search,no,2026-01-07
15224,18-24,male,UK,desktop,new,direct,yes,2025-11-20
15225,45-54,non-binary,UK,desktop,returning,email,no,2025-07-27
15226,45-54,non-binary,US,mobile,new,paid search,yes,2025-07-28
15227,55-64,male,Italy,desktop,new,paid search,no,2025-07-16
15228,25-34,male,UK,mobile,returning,organic search,no,2025-06-30
15229,55-64,male,Spain,desktop,new,organic search,no,2026-02-11
15230,65+,female,US,desktop,new,direct,yes,2026-01-06
15231,45-54,female,UK,desktop,new,organic search,yes,2026-01-21
15232,45-54,female,France,mobile,returning,paid search,no,2025-05-29
15233,55-64,non-binary,US,mobile,returning,organic search,yes,2025-06-04
15234,45-54,male,US,desktop,returning,paid search,no,2025-10-10
15235,65+,female,US,desktop,returning,email,yes,2026-01-27
15236,35-44,female,Germany,desktop,new,organic search,yes,2025-05-06
15237,18-24,non-binary,US,tablet,returning,direct,yes,2025-06-26
15238,18-24,non-binary,France,tablet,returning,referral,yes,2026-04-20
15239,18-24,male,UK,desktop,returning,paid search,yes,2026-04-20
15240,35-44,male,US,tablet,new,direct,yes,2025-08-29
15241,45-54,female,Italy,desktop,returning,paid search,yes,2026-04-10
